,Unnamed: 0,comment_url,comment_createdAt,comment_id,comment_viewCount,comment_lang,comment_author_createdAt,comment_location,comment_text,isComment_self__decalred__location__El_Salvador,comment_processed_text,post_url,post_actor_createdAt,post_id,post_isReply,post_inReplyToId,post_isRetweet,post_isQuote,post_viewCount,post_retweetCount,post_likeCount,post_replyCount,post_lang,actor_location,post_name,post_description,post_followers,post_verified,post_text,isActor_self__decalred__location__El_Salvador,post_processed_text,actor_affiliation,llama3_output,llama3_reason,manual labeling
1257,4051,https://x.com/e91782650/status/1266925508048162819,1590893554.0,1.26693e+18,,es,23/03/2020,,@MariaLuisaHayem @nayibbukele @AsambleaSV @CONANCASTRO2 @Nelfuent @EconomiaSV @ComunicacionSV @PresidenciaSV @MorenaValdezSV @MonicaAyalaGue1 @AlejandroZelay9 Los areneros fueron financiados por Diana por esos están jodiendo que habrán la empresa,False,los areneros fueron financiados por diana por esos están jodiendo que habrán la empresa,https://x.com/MariaLuisaHayem/status/1266908776117960704,1590889564.0,1.26691e+18,False,,False,False,,209.0,2607.0,84.0,es,El Salvador,María Luisa Hayem 🇸🇻,Ministra de Economía de El Salvador,41321.0,False,"En medio de una pandemia, representantes del Gobierno del Presidente @NayibBukele, acudimos a la Comisión Política de la @AsambleaSV, con el  objetivo de dialogar  y contar con las herramientas para velar por el bien común de nuestro país. https://t.co/HeV6oeKbUS",True,en medio de una pandemia representantes del gobierno del presidente acudimos a la comisión política de la con el objetivo de dialogar y contar con las herramientas para velar por el bien común de nuestro país,Government,0.0,row with error,-1
1044,3397,https://x.com/0121Mario/status/1497788851057741824,1645935664.0,1.49779e+18,,es,06/09/2020,El Salvador,@easegura 😂😂😂Busca oficio mejor,True,busca oficio mejor,https://x.com/easegura/status/1497703508744753152,1645915317.0,1.4977e+18,False,,False,False,,384.0,1222.0,177.0,es,"San Salvador, El Salvador",Edwin Segura,Periodista y docente universitario.,45378.0,False,La carta que envió Bukele a la ONU para solicitar una silla en Consejo de Seguridad es una belleza. https://t.co/3bsdZJBSJ3,True,la carta que envió bukele a la onu para solicitar una silla en consejo de seguridad es una belleza,"['Media', 'Academia']",0.0,"The tweet is neutral, as it is a statement of intent to search for a job, without expressing a positive or negative sentiment.",-1
185,418,https://x.com/FIRMES593/status/1773091320237539424,1711572887.0,1.77309e+18,1029.0,es,16/06/2022,Ecuador,@nayibbukele Por favor mándelos al CECOT,False,por favor mándelos al cecot,https://x.com/nayibbukele/status/1773039460256477463,1711560523.0,1.77304e+18,False,,False,False,769394.0,2416.0,14065.0,719.0,es,El Salvador,Nayib Bukele,Philosopher King,6211026.0,True,"Nuestra Marina Nacional incautó una lancha a 490 Millas Náuticas al Suroeste de la Bocana el Cordoncillo, Estero de Jaltepeque.

A bordo de la lancha narcotraficante se encontraban 9 tripulantes; entre ellos, 6 ecuatorianos y 3 guatemaltecos.

Se estima que contiene aproximadamente 1.48 toneladas de cocaína, valoradas en unos 37 millones de dólares.

#PlanControlTerritorial",True,nuestra marina nacional incautó una lancha a 490 millas náuticas al suroeste de la bocana el cordoncillo estero de jaltepeque a bordo de la lancha narcotraficante se encontraban 9 tripulantes entre ellos 6 ecuatorianos y 3 guatemaltecos se estima que contiene aproximadamente 148 toneladas de cocaína valoradas en unos 37 millones de dólares,Government,0.0,"The tweet is neutral, as it is a request to send something to a specific organization (CECOT) without expressing a positive or negative sentiment.",0
923,2971,https://x.com/Hdz777FAITH/status/1185026682366889987,1571367352.0,1.18503e+18,,es,05/08/2019,"Sonsonate,Santa Ana💙USA","@ChristianR117 @nayibbukele Desgracia de gentes, no tienen identidad ni personalidad Propia, se dejan manejar como títeres no valen nada‼️",True,desgracia de gentes no tienen identidad ni personalidad propia se dejan manejar como títeres no valen nada,https://x.com/ChristianDiffer/status/1184880306593107970,1571332453.0,1.18488e+18,False,,False,False,,612.0,1538.0,221.0,es,El Salvador,Christian R. Differ,🇸🇻📚,15986.0,False,"Miren la SUCIA POLÍTICA de ARENA, sacó a Godoy a última hora y con 11 SUPLENTES, consumaron la elección del PROCURADOR del FMLN, estos están mas unidos que nunca y en actos que violan La Constitución! https://t.co/HtZfQic7AB",True,miren la sucia política de arena sacó a godoy a última hora y con 11 suplentes consumaron la elección del procurador del fmln estos están mas unidos que nunca y en actos que violan la constitución,Media,-1.0,"The tweet expresses a negative sentiment by using strong words like 'desgracia' (disaster) and 'no valen nada' (are worth nothing), indicating disappointment and criticism towards people who lack identity and are easily manipulated.",-1
2403,7814,https://x.com/Arturomgtow/status/1777131482391154978,1712536137.0,1.77713e+18,206.0,es,21/04/2023,El Salvador,@MarceloLarin1 ¿Cuales oportunidades?,True,cuales oportunidades,https://x.com/MarceloLarin1/status/1777015697664540849,1712508532.0,1.77702e+18,False,,False,False,13631.0,38.0,177.0,107.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,La gente que está ilegal en otros países hoy es su oportunidad para regresar a El Salvador y disfrutar de la seguridad ybde todas las oportunidades laborales que nuestra gran presidente ha creado.,False,la gente que está ilegal en otros países hoy es su oportunidad para regresar a el salvador y disfrutar de la seguridad ybde todas las oportunidades laborales que nuestra gran presidente ha creado,Media,0.0,"The tweet asks a question about opportunities without expressing a positive or negative sentiment, making it neutral.",0
1280,4104,https://x.com/ferem6/status/1270174000879108098,1591668055.0,1.27017e+18,,es,22/06/2018,,@MariaLuisaHayem @liz_garcia78 @EconomiaSV @ComunicacionSV @PresidenciaSV @AsambleaSV @Nelfuent Una duda el transporte público de pasajeros reanudar labores?,False,una duda el transporte público de pasajeros reanudar labores,https://x.com/MariaLuisaHayem/status/1270103548244746241,1591651257.0,1.2701e+18,False,,False,False,,309.0,2607.0,63.0,es,El Salvador,María Luisa Hayem 🇸🇻,Ministra de Economía de El Salvador,41321.0,False,"Quiero desmentir el rumor de que se busca extender la cuarentena por 21 días. En la reunión de hoy, con más de 15 representantes de sectores productivos, empezamos a marcar la ruta para una reapertura inteligente y ordenada, siguiendo protocolos sanitarios. https://t.co/Y7IV4kJ5dV",True,quiero desmentir el rumor de que se busca extender la cuarentena por 21 días en la reunión de hoy con más de 15 representantes de sectores productivos empezamos a marcar la ruta para una reapertura inteligente y ordenada siguiendo protocolos sanitarios,Government,0.0,"The tweet is neutral, presenting a factual question about the resumption of passenger transportation services without expressing a positive or negative sentiment.",0
1096,3571,https://x.com/easegura/status/1442287285886615554,1632703060.0,1.44229e+18,,es,23/07/2009,"San Salvador, El Salvador",@AlberCarcamo Solo espera un poco,True,solo espera un poco,https://x.com/easegura/status/1442281871983976451,1632701769.0,1.44228e+18,False,,False,False,,1016.0,2461.0,124.0,es,"San Salvador, El Salvador",Edwin Segura,Periodista y docente universitario.,45379.0,False,"La captura de cualquier ciudadano será ordenada por los fiscales de Bukele, ejecutada por los policías de Bukele, conocida por los jueces de Bukele y cubierta en exclusiva por los medios de Bukele.
Y usted van a aplaudir hasta que un día... el capturado sea usted.",True,la captura de cualquier ciudadano será ordenada por los fiscales de bukele ejecutada por los policías de bukele conocida por los jueces de bukele y cubierta en exclusiva por los medios de bukele y usted van a aplaudir hasta que un día el capturado sea usted,"['Media', 'Academia']",0.0,"The tweet is neutral, as it is a simple request to wait a little, without expressing any positive or negative sentiment.",0
2109,6749,https://x.com/MiguelASG300/status/1766110809678115225,1709908604.0,1.76611e+18,1265.0,es,02/04/2021,,"@Vi11atoro 👏👏👏👏👏🫵🫵👍🫵Sr. @FiscalGeneralSV, Pero OJO mucho OJO en San Miguel, no vaya a dejar que vuelen esos 12 millones 👊👊👊👊",False,sr pero ojo mucho ojo en san miguel no vaya a dejar que vuelen esos 12 millones,https://x.com/Vi11atoro/status/1765932707098329105,1709866141.0,1.76593e+18,False,,False,False,91749.0,283.0,1707.0,167.0,es,,Gustavo Villatoro 🇸🇻,Ministro de Justicia y Seguridad Pública,66426.0,True,"Los extorsionistas ya no tienen cabida en nuestra sociedad, estos cobardes que solo se han dedicado a aprovecharse del trabajo de los salvadoreños honrados ya no seguirán en nuestras comunidades.

Gracias a la eficaz labor de investigación e inteligencia llevada a cabo por nuestra @PNCSV, en coordinación con la @FGR_SV, hemos ejecutado la operación “DIN Apopa”, que dio como resultado la detención de tres mujeres  vinculadas a dos casos de extorsión.

Se trata de: 
➡️Sonia Noemy Medrano Catedral
➡️Diana Lisseth Medrano Catedral
➡️María Sonia Santamaría de Lara

Todas serán procesadas por el delito de Extorsión Agravada y pagarán con años en prisión. 

En esta operación están detenidos seis individuos más que se les imputarán cargos adicionales. 

Esa cultura de vivir a expensas del trabajo de los salvadoreños de bien se terminó para estos parásitos.

#ImpunidadCero",False,los extorsionistas ya no tienen cabida en nuestra sociedad estos cobardes que solo se han dedicado a aprovecharse del trabajo de los salvadoreños honrados ya no seguirán en nuestras comunidades gracias a la eficaz labor de investigación e inteligencia llevada a cabo por nuestra en coordinación con la hemos ejecutado la operación din apopa que dio como resultado la detención de tres mujeres vinculadas a dos casos de extorsión se trata de sonia noemy medrano catedral diana lisseth medrano catedral maría sonia santamaría de lara todas serán procesadas por el delito de extorsión agravada y pagarán con años en prisión en esta operación están detenidos seis individuos más que se les imputarán cargos adicionales esa cultura de vivir a expensas del trabajo de los salvadoreños de bien se terminó para estos parásitos,Government,-1.0,"The tweet expresses a negative sentiment as it warns against something happening in San Miguel and implies a sense of danger or threat, using the phrase 'ojo mucho ojo' which is a common expression in El Salvador to indicate caution or warning.",-1
1706,5350,https://x.com/elcipitio503/status/1789018006938374218,1715370105.0,1.78902e+18,32.0,es,08/10/2021,"Texas, USA",@fulloa51 @TrabajoSV Bien dicho https://t.co/UIJPBv1JMv,False,bien dicho,https://x.com/fulloa51/status/1788773644874744120,1715311845.0,1.78877e+18,False,,False,False,14763.0,153.0,338.0,50.0,es,"San Salvador, El Salvador",Félix Ulloa,Vicepresidente de la República de El Salvador.,275995.0,True,"Este día asistí a la presentación de la Memoria de Logros (2019-2024) del Ministerio de @TrabajoSV y Previsión Social, donde recibí un ejemplar de este documento que resume el compromiso del  Ministro Rolando Castro por transformar la institucionalidad.

Durante la actividad, se destacó cómo la visión del Gobierno del Presidente @nayibbukele ha impulsado avances significativos para garantizar los derechos laborales de la población salvadoreña, gracias a una evaluación exhaustiva y al diseño de un plan estratégico integral.

También se abordó cómo esta administración fortaleció los mecanismos de denuncia laboral mediante el uso de las plataformas digitales, implementó nuevas formas para reportar el acoso en el trabajo y modernizó los servicios públicos relacionados con el ámbito ocupacional.

Se detalló como el Gobierno salvadoreño ha establecido alianzas para conectar a las empresas con la población local, priorizando a grupos vulnerables y jóvenes sin experiencia laboral, además, se resaltó el papel de El Salvador como líder y referente en investigación ocupacional al ser el primer país de Centroamérica y el segundo de Latinoamérica en implementar un Sistema de Información de Mercado Laboral (SIMEL).

Continuaremos trabajando para garantizar a la población salvadoreña el derecho a un trabajo decente y a la seguridad social.",True,este día asistí a la presentación de la memoria de logros 20192024 del ministerio de y previsión social donde recibí un ejemplar de este documento que resume el compromiso del ministro rolando castro por transformar la institucionalidad durante la actividad se destacó cómo la visión del gobierno del presidente ha impulsado avances significativos para garantizar los derechos laborales de la población salvadoreña gracias a una evaluación exhaustiva y al diseño de un plan estratégico integral también se abordó cómo esta administración fortaleció los mecanismos de denuncia laboral mediante el uso de las plataformas digitales implementó nuevas formas para reportar el acoso en el trabajo y modernizó los servicios públicos relacionados con el ámbito ocupacional se detalló como el gobierno salvadoreño ha establecido alianzas para conectar a las empresas con la población local priorizando a grupos vulnerables y jóvenes sin experiencia laboral además se resaltó el papel de el salvador como líder y referente en investigación ocupacional al ser el primer país de centroamérica y el segundo de latinoamérica en implementar un sistema de información de mercado laboral simel continuaremos trabajando para garantizar a la población salvadoreña el derecho a un trabajo decente y a la seguridad social,Government,1.0,"The tweet expresses a positive sentiment, using the phrase 'bien dicho' which is a common expression in Spanish to show approval or agreement, indicating a positive tone.",1
1605,5023,https://x.com/JoseAlv59230205/status/1770993288482304156,1711072678.0,1.77099e+18,24.0,es,18/05/2023,,"@fulloa51 Qué clase de pedera tiene ese ID100p de feliz Ulloa en el ""audio"" lo dice claramente",False,qué clase de pedera tiene ese id100p de feliz ulloa en el audio lo dice claramente,https://x.com/fulloa51/status/1770936553839145077,1711059151.0,1.77094e+18,False,,False,False,213164.0,373.0,1259.0,427.0,es,"San Salvador, El Salvador",Félix Ulloa,Vicepresidente de la República de El Salvador.,275995.0,True,"La Prensa Gráfica publicó parte de un video totalmente fuera de contexto.

NO SE VAN A UTILIZAR LAS REMESAS DE LOS SALVADOREÑOS.

Explicaba en el foro de la OISS que existe la propuesta de varios organismos de implementar mecanismos de inversión VOLUNTARIA, para intentar que el 100% de las remesas no se vayan únicamente a consumo, sino que también pudieran invertirse, esto por supuesto es a decisión de quién envía o recibe la remesa y no de los gobiernos; además, esa ni siquiera es una propuesta del gobierno de El Salvador.

Es más, el Gobierno Salvadoreño aprobó hace unos días QUITAR LOS IMPUESTOS a TODAS las transferencias de dinero que vienen del extranjero. (Dato mata relato)

Esto por supuesto incluye las grandes transferencias (que antes pagaban) y las pequeñas transferencias (que no pagaban, pero que ahora están protegidas por ley).

Por lo tanto NIEGO categóricamente lo expuesto por este medio de información y su nota tendenciosa sacada de contexto.",True,la prensa gráfica publicó parte de un video totalmente fuera de contexto no se van a utilizar las remesas de los salvadoreños explicaba en el foro de la oiss que existe la propuesta de varios organismos de implementar mecanismos de inversión voluntaria para intentar que el 100 de las remesas no se vayan únicamente a consumo sino que también pudieran invertirse esto por supuesto es a decisión de quién envía o recibe la remesa y no de los gobiernos además esa ni siquiera es una propuesta del gobierno de el salvador es más el gobierno salvadoreño aprobó hace unos días quitar los impuestos a todas las transferencias de dinero que vienen del extranjero dato mata relato esto por supuesto incluye las grandes transferencias que antes pagaban y las pequeñas transferencias que no pagaban pero que ahora están protegidas por ley por lo tanto niego categóricamente lo expuesto por este medio de información y su nota tendenciosa sacada de contexto,Government,0.0,"The tweet presents a factual statement about the audio and does not express a clear positive or negative sentiment, making it neutral.",-1
1135,3714,https://x.com/JaviMVA238/status/1434375474394841091,1630816737.0,1.43438e+18,,es,26/02/2019,SalEx,"@easegura Vaya, salió un erudito en leyes interpretando la constitución..🧐 https://t.co/IbslpBEdro",False,vaya salió un erudito en leyes interpretando la constitución,https://x.com/easegura/status/1434017514221195266,1630731392.0,1.43402e+18,False,,False,False,,981.0,2346.0,125.0,es,"San Salvador, El Salvador",Edwin Segura,Periodista y docente universitario.,45379.0,False,"La reelección presidencial está prohibida TRES veces en la Cn
Art. 88: es obligatoria la alternabilidad en el ejercicio de la presidencia.
Art. 152: el presidente no puede ser candidato a presidente.
Art. 154: quien sea presidente no puede quedarse ni un día más en el cargo.",True,la reelección presidencial está prohibida tres veces en la cn art 88 es obligatoria la alternabilidad en el ejercicio de la presidencia art 152 el presidente no puede ser candidato a presidente art 154 quien sea presidente no puede quedarse ni un día más en el cargo,"['Media', 'Academia']",0.0,"The tweet presents a factual statement about a person's expertise in laws and constitution, without expressing a positive or negative sentiment.",0
2186,6950,https://x.com/marines_garza/status/1391569769120206851,1620611061.0,1.39157e+18,,es,22/01/2021,,@FranAlabi @nayibbukele Como esperaba esa respuesta del ejecutivo = presidente de q por favor se le ayude a los hermanos Hondureños. Gracias y bendiciones,False,como esperaba esa respuesta del ejecutivo presidente de q por favor se le ayude a los hermanos hondureños gracias y bendiciones,https://x.com/FranAlabi/status/1391568130200190981,1620610670.0,1.39157e+18,False,,False,True,,650.0,3948.0,168.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"La solidaridad es un valor que nos debe caracterizar como hermanos centroamericanos.

Vamos a apoyar, Presidente @nayibbukele, a nuestros vecinos de Honduras en este proceso de vacunación.

De esta pandemia salimos todos, trabajando unidos.

🇸🇻🇭🇳",True,la solidaridad es un valor que nos debe caracterizar como hermanos centroamericanos vamos a apoyar presidente a nuestros vecinos de honduras en este proceso de vacunación de esta pandemia salimos todos trabajando unidos,Government,1.0,"The tweet expresses gratitude and appreciation towards the President's response, using phrases like 'gracias' and 'bendiciones', indicating a positive sentiment towards the President's actions.",0
1700,5340,https://x.com/ManuelS55622463/status/1788984780152811619,1715362183.0,1.78898e+18,29.0,es,30/10/2021,,@fulloa51 @RolandoCastroSv @TrabajoSV Excelente gestión del Sr. ministro @RolandoCastroSv en el @TrabajoSV,False,excelente gestión del sr ministro en el,https://x.com/fulloa51/status/1788773644874744120,1715311845.0,1.78877e+18,False,,False,False,14763.0,153.0,338.0,50.0,es,"San Salvador, El Salvador",Félix Ulloa,Vicepresidente de la República de El Salvador.,275995.0,True,"Este día asistí a la presentación de la Memoria de Logros (2019-2024) del Ministerio de @TrabajoSV y Previsión Social, donde recibí un ejemplar de este documento que resume el compromiso del  Ministro Rolando Castro por transformar la institucionalidad.

Durante la actividad, se destacó cómo la visión del Gobierno del Presidente @nayibbukele ha impulsado avances significativos para garantizar los derechos laborales de la población salvadoreña, gracias a una evaluación exhaustiva y al diseño de un plan estratégico integral.

También se abordó cómo esta administración fortaleció los mecanismos de denuncia laboral mediante el uso de las plataformas digitales, implementó nuevas formas para reportar el acoso en el trabajo y modernizó los servicios públicos relacionados con el ámbito ocupacional.

Se detalló como el Gobierno salvadoreño ha establecido alianzas para conectar a las empresas con la población local, priorizando a grupos vulnerables y jóvenes sin experiencia laboral, además, se resaltó el papel de El Salvador como líder y referente en investigación ocupacional al ser el primer país de Centroamérica y el segundo de Latinoamérica en implementar un Sistema de Información de Mercado Laboral (SIMEL).

Continuaremos trabajando para garantizar a la población salvadoreña el derecho a un trabajo decente y a la seguridad social.",True,este día asistí a la presentación de la memoria de logros 20192024 del ministerio de y previsión social donde recibí un ejemplar de este documento que resume el compromiso del ministro rolando castro por transformar la institucionalidad durante la actividad se destacó cómo la visión del gobierno del presidente ha impulsado avances significativos para garantizar los derechos laborales de la población salvadoreña gracias a una evaluación exhaustiva y al diseño de un plan estratégico integral también se abordó cómo esta administración fortaleció los mecanismos de denuncia laboral mediante el uso de las plataformas digitales implementó nuevas formas para reportar el acoso en el trabajo y modernizó los servicios públicos relacionados con el ámbito ocupacional se detalló como el gobierno salvadoreño ha establecido alianzas para conectar a las empresas con la población local priorizando a grupos vulnerables y jóvenes sin experiencia laboral además se resaltó el papel de el salvador como líder y referente en investigación ocupacional al ser el primer país de centroamérica y el segundo de latinoamérica en implementar un sistema de información de mercado laboral simel continuaremos trabajando para garantizar a la población salvadoreña el derecho a un trabajo decente y a la seguridad social,Government,1.0,"The tweet praises the minister's management, using the word 'excelente' which means excellent, indicating a positive sentiment towards the minister's actions.",1
1008,3257,https://x.com/RangiefP/status/1755611838669312326,1707405454.0,1.75561e+18,26.0,es,26/02/2015,Aquí y ahora,"@easegura Para mas viajes a Guatemala síganlo en sus redadas: @sliptone .
-salidas desde su CUBO más cercano.",False,para mas viajes a guatemala síganlo en sus redadas salidas desde su cubo más cercano,https://x.com/easegura/status/1755298359005352291,1707330715.0,1.7553e+18,False,,False,False,69416.0,473.0,1099.0,43.0,es,"San Salvador, El Salvador",Edwin Segura,Periodista y docente universitario.,45378.0,False,"Una vez más, un líder padillero que ya había sido capturado en El Salvador es capturado por las autoridades de otros país en su territorio. La captura fue en 2022, un par de meses antes del régimen de excepción. https://t.co/AGcrOcniiq",True,una vez más un líder padillero que ya había sido capturado en el salvador es capturado por las autoridades de otros país en su territorio la captura fue en 2022 un par de meses antes del régimen de excepción,"['Media', 'Academia']",0.0,"The tweet is neutral, providing information about a travel option to Guatemala without expressing a positive or negative sentiment.",0
2824,8871,https://x.com/JPGoldenking/status/1230259981796155392,1582151811.0,1.23026e+18,,es,05/10/2015,New York,@ChristianR117 @AnonimoSV503 viejo 🐀,False,viejo,https://x.com/ChristianDiffer/status/1230244851544985600,1582148204.0,1.23024e+18,False,,False,False,,323.0,976.0,559.0,es,El Salvador,Christian R. Differ,🇸🇻📚,15986.0,False,"El negociador de las Maras Quijano, quiere el Plan de Seguridad a detalle en toda la información a profundidad y después llegue el ministro a explicárselo 🤦‍♂️🐀

Y lo pide un tipo acusado de reunirse y prometer dinero a las pandillas https://t.co/SiTk8Xz7Jf",True,el negociador de las maras quijano quiere el plan de seguridad a detalle en toda la información a profundidad y después llegue el ministro a explicárselo y lo pide un tipo acusado de reunirse y prometer dinero a las pandillas,Media,0.0,"The tweet 'viejo' is neutral as it is a single word that does not convey a clear sentiment or opinion, it could be a nickname or a descriptive term.",0
2512,8117,https://x.com/aguamarina00/status/1366578957081059331,1614652787.0,1.36658e+18,,es,15/11/2013,,@FranAlabi @nayibbukele Que bonito!!!!!  Ya quisiera yo que en mi lugar de trabajo le dieran una manita de gato. 😭,False,que bonito ya quisiera yo que en mi lugar de trabajo le dieran una manita de gato,https://x.com/FranAlabi/status/1366562547512573955,1614648875.0,1.36656e+18,False,,False,False,,707.0,5717.0,195.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"Áreas dignas para la población y el personal de salud.

paso a paso cambiamos nuestra red de hospitales para beneficio de los Salvadoreños.

Gracias Presidente @nayibbukele por todo su apoyo al sistema de salud y al pueblo Salvadoreño. 🇸🇻🇸🇻🇸🇻 https://t.co/S39bkehsE0",True,áreas dignas para la población y el personal de salud paso a paso cambiamos nuestra red de hospitales para beneficio de los salvadoreños gracias presidente por todo su apoyo al sistema de salud y al pueblo salvadoreño,Government,1.0,"The tweet expresses a positive sentiment, using the phrase 'que bonito' to convey a sense of admiration and appreciation for the idea of receiving a'manita de gato' (a small gift or token of appreciation) at work.",1
2166,6917,https://x.com/PacoCortez17/status/1660158348078219264,1684647569.0,1.66016e+18,222.0,es,08/01/2022,,@FranAlabi @CSSP_SV Lo bueno @VampireKiller73 es que ahora vas a poder ir a jugar Pokemon Go y retomar lo de ser maestra pokemon https://t.co/nQKqIrtkS6,False,lo bueno es que ahora vas a poder ir a jugar pokemon go y retomar lo de ser maestra pokemon,https://x.com/FranAlabi/status/1660153154791456768,1684646330.0,1.66015e+18,False,,False,False,1170183.0,1311.0,8914.0,1256.0,es,"San Salvador, El Salvador",Francisco Alabi 🇸🇻,Ministro de Salud 🇸🇻 Médico Cirujano Laparoscopista y Bariátrico,410702.0,True,"No podemos permitir que la vida de los salvadoreños esté en manos de personas sin vocación ni compromiso, sobre todo ante emergencias.

La doctora ya ha sido retirada del hospital y de la residencia.

Así mismo, notificamos al @CSSP_SV que analice las competencias para seguir ejerciendo la medicina y esperamos una respuesta a la brevedad posible.",True,no podemos permitir que la vida de los salvadoreños esté en manos de personas sin vocación ni compromiso sobre todo ante emergencias la doctora ya ha sido retirada del hospital y de la residencia así mismo notificamos al que analice las competencias para seguir ejerciendo la medicina y esperamos una respuesta a la brevedad posible,Government,1.0,"The tweet expresses a positive sentiment, as it mentions 'lo bueno' (the good thing) and the ability to play Pokémon Go, which is a fun and enjoyable activity, showing happiness and enthusiasm.",0
2217,7080,https://x.com/OscarPeatePeat2/status/1781165629220778424,1713497953.0,1.78117e+18,721.0,es,18/04/2022,,@MarceloLarin1 Justamente estaba pensando lo mismo 🤔,False,justamente estaba pensando lo mismo,https://x.com/MarceloLarin1/status/1781045162510061665,1713469231.0,1.78105e+18,False,,False,False,57840.0,43.0,215.0,369.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"Es muy raro que la gente que voto por Nayib y lo apoyaba a el y su partido ha empezado a suicidarse, imagenes muy fuertes donde he visto la camisa cyan en esas champas donde se han ahorcado, aunque tambien pueda ser la nueva forma en que el gobierno oculto esta acabando con la gente que tambien los critica todo es muy raro, ojala el Fiscal se ponga a investigar esto.",False,es muy raro que la gente que voto por nayib y lo apoyaba a el y su partido ha empezado a suicidarse imagenes muy fuertes donde he visto la camisa cyan en esas champas donde se han ahorcado aunque tambien pueda ser la nueva forma en que el gobierno oculto esta acabando con la gente que tambien los critica todo es muy raro ojala el fiscal se ponga a investigar esto,Media,0.0,"The tweet is neutral as it simply expresses agreement with someone's thoughts without conveying a strong positive or negative sentiment, just stating a fact.",0
2335,7553,https://x.com/puquirsan/status/1761511443780800849,1708812030.0,1.76151e+18,791.0,es,16/07/2010,,"@MarceloLarin1 Coma mierda, que imparcialidad.
Déjame preguntarte algo: vos sos contra o a favor de que se haga un debate entre la Navas y la coyota? O vas a decir que ya los debates son obsoletos como dijo la Coyota?",False,coma mierda que imparcialidad déjame preguntarte algo vos sos contra o a favor de que se haga un debate entre la navas y la coyota o vas a decir que ya los debates son obsoletos como dijo la coyota,https://x.com/MarceloLarin1/status/1761503340314116558,1708810098.0,1.7615e+18,False,,False,False,14443.0,7.0,69.0,136.0,es,ALPHA CENTAURI,MARCELO LARIN,"CONFERENCISTA, CONSULTOR Y ASESOR DE NAYIB BUKELE.",64221.0,True,"El ser libre e imparcial me permite dar opiniones libres así que dicho eso. 

Michell Sol es mejor que Milagro Navas, Michell es la mejor candidata que tiene N.I",False,el ser libre e imparcial me permite dar opiniones libres así que dicho eso michell sol es mejor que milagro navas michell es la mejor candidata que tiene ni,Media,-1.0,"The tweet expresses a negative sentiment by using strong language ('coma mierda') and criticizing the idea of debates, showing disagreement and frustration.",-1
2683,8468,https://x.com/renepalacios40/status/1765931620228382858,1709865882.0,1.76593e+18,132.0,es,01/06/2013,"San Salvador, El Salvador","@PulsoCiudadanos Este seudo periodista está loco, comparando el régimen de Martínez, con nuestro presidente",True,este seudo periodista está loco comparando el régimen de martínez con nuestro presidente,https://x.com/PulsoCiudadanos/status/1765926079418572987,1709864561.0,1.76593e+18,False,,False,False,8154.0,9.0,34.0,54.0,es,El Salvador,Pulso Ciudadano,"Pulso Ciudadano el espacio de opinión de Grupo Megavisión 🚨 

¡Es momento de analizar temas y ponerlos en la mesa para que usted participe!
Canal 19 y Canal 21",353898.0,True,"#PulsoCiudadano | Walter Raudales, periodista y escritor, plantea: ""Yo propongo la lucha social pacífica, siguiendo el ejemplo de la generación que expulsó a Martínez en el 44. Huelga de brazos caídos, manifestaciones, protestas, hasta que debilitaron el régimen"". https://t.co/XuSqusT1JV",True,walter raudales periodista y escritor plantea yo propongo la lucha social pacífica siguiendo el ejemplo de la generación que expulsó a martínez en el 44 huelga de brazos caídos manifestaciones protestas hasta que debilitaron el régimen,Media,-1.0,"The tweet expresses a negative sentiment by criticizing the comparison made by the journalist, implying that the current president is not as bad as Martinez's regime, and using the phrase 'está loco' which means 'he is crazy' to emphasize the criticism.",-1
